FROM,TO,TRIPS
USF  Hosp  Busch,External,4389.83303990588
USF  Hosp  Busch,Gibsonton,1283.03314136567
USF  Hosp  Busch,Harney Canal,1540.74339585006
USF  Hosp  Busch,Hernando  Citrus,785.663664035499
USF  Hosp  Busch,MacDill AFB,59.7125953733921
USF  Hosp  Busch,Manatee Spur,68.7254407405853
USF  Hosp  Busch,NE Hilsborough,5518.23843992036
USF  Hosp  Busch,NW Hilsborough,9560.01949995305
USF  Hosp  Busch,New Tampa,1233.25859287381
USF  Hosp  Busch,Pasco,8371.39184069008
USF  Hosp  Busch,Pinellas,3562.67984981719
USF  Hosp  Busch,Plant City Area,77.9904321432114
USF  Hosp  Busch,Port of Tampa  50th St Corridor,139.685276508331
USF  Hosp  Busch,SE Hillsborough,2885.78109658882
USF  Hosp  Busch,SW Hillsborough,1299.99543222005
USF  Hosp  Busch,TPA  Anderson Rd,622.266666481257
USF  Hosp  Busch,Tampa Central,53700.1316508204
USF  Hosp  Busch,USF  Hosp  Busch,52733.9207428098
USF  Hosp  Busch,West Brandon,1015.37171891332
USF  Hosp  Busch,Westshore  Rocky Point,843.920097618291
West Brandon,Apollo Beach  Ruskin,1110.18593632616
West Brandon,CZ2,1694.16275006533
West Brandon,CZ4,3324.68374296732
West Brandon,Citrus Park,21.0681519955397
West Brandon,Downtown,3180.95175320303
West Brandon,East Town,10494.9333358371
West Brandon,External,4559.09144890122
West Brandon,Gibsonton,4014.9915651381
West Brandon,Harney Canal,1740.45502270758
West Brandon,Hernando  Citrus,152.058241173625
West Brandon,MacDill AFB,171.734158962965
West Brandon,Manatee Spur,127.095738470554
West Brandon,NE Hilsborough,12117.3696156717
West Brandon,NW Hilsborough,1547.02662669659
West Brandon,New Tampa,289.849603533745
West Brandon,Pasco,2561.57923843013
West Brandon,Pinellas,1680.12803922821
West Brandon,Plant City Area,165.027175635099
West Brandon,Port of Tampa  50th St Corridor,2203.03732645512
West Brandon,SE Hillsborough,37257.0038369796
West Brandon,SW Hillsborough,1476.25150417627
West Brandon,TPA  Anderson Rd,677.422922321828
West Brandon,Tampa Central,9293.4082839411
West Brandon,USF  Hosp  Busch,1015.37170687318
West Brandon,West Brandon,32371.7932659388
West Brandon,Westshore  Rocky Point,628.40023978673
Westshore  Rocky Point,Apollo Beach  Ruskin,111.273672252893
Westshore  Rocky Point,CZ2,176.147766292095
Westshore  Rocky Point,CZ4,395.147771900112
Westshore  Rocky Point,Citrus Park,301.908835560083
Westshore  Rocky Point,Downtown,7873.67762499745
Westshore  Rocky Point,East Town,1136.6194630453
Westshore  Rocky Point,External,3788.03574083839
Westshore  Rocky Point,Gibsonton,469.633171609428
Westshore  Rocky Point,Harney Canal,647.51378300786
Westshore  Rocky Point,Hernando  Citrus,689.116020269692
Westshore  Rocky Point,MacDill AFB,878.893297264935
Westshore  Rocky Point,Manatee Spur,62.8316026926041
Westshore  Rocky Point,NE Hilsborough,2364.89184869401
Westshore  Rocky Point,NW Hilsborough,18703.4727482669
Westshore  Rocky Point,New Tampa,130.234112501144
Westshore  Rocky Point,Pasco,4371.80338786847
Westshore  Rocky Point,Pinellas,13577.3892948659
Westshore  Rocky Point,Plant City Area,70.4567500948906
Westshore  Rocky Point,Port of Tampa  50th St Corridor,241.857512682676
Westshore  Rocky Point,SE Hillsborough,1821.19562167347
Westshore  Rocky Point,SW Hillsborough,17523.6765148986
Westshore  Rocky Point,TPA  Anderson Rd,9071.20378906718
Westshore  Rocky Point,Tampa Central,34346.0969063224
Westshore  Rocky Point,USF  Hosp  Busch,843.920092611501
Westshore  Rocky Point,West Brandon,628.400233945475
Westshore  Rocky Point,Westshore  Rocky Point,40459.6931462067
