PERSON_TYPE,PER,ORIG_PURPOSE,TIME_USE
FULL TIME WORKER,46,SHOP,30.8793677083333
FULL TIME WORKER,46,SOC AND REC,42.681239375
FULL TIME WORKER,46,WORK,159.456337916667
FULL TIME WORKER,47,COMMUTE,143.943500722708
FULL TIME WORKER,47,ESCORT,14.2151077083333
FULL TIME WORKER,47,HOME,3646.35730645834
FULL TIME WORKER,47,MEAL,63.701018125
FULL TIME WORKER,47,OTHER,0
FULL TIME WORKER,47,SCHOOL,0
FULL TIME WORKER,47,SHOP,19.5122416666667
FULL TIME WORKER,47,SOC AND REC,48.915884375
FULL TIME WORKER,47,WORK,145.151566458333
FULL TIME WORKER,48,COMMUTE,132.37959683324
FULL TIME WORKER,48,ESCORT,7.86829708333333
FULL TIME WORKER,48,HOME,3642.66766916667
FULL TIME WORKER,48,MEAL,54.008285625
FULL TIME WORKER,48,OTHER,0
FULL TIME WORKER,48,SCHOOL,0
FULL TIME WORKER,48,SHOP,25.85053
FULL TIME WORKER,48,SOC AND REC,33.5922335416667
FULL TIME WORKER,48,WORK,134.2056
PART TIME WORKER,1,COMMUTE,17.3684096421296
PART TIME WORKER,1,ESCORT,2.86271854166667
PART TIME WORKER,1,HOME,493.450176041666
PART TIME WORKER,1,MEAL,2.06103729166667
PART TIME WORKER,1,OTHER,0
PART TIME WORKER,1,SCHOOL,0
PART TIME WORKER,1,SHOP,20.249545
PART TIME WORKER,1,SOC AND REC,1.87827083333333
PART TIME WORKER,1,WORK,9.450865625
PART TIME WORKER,2,COMMUTE,23.5990354681713
PART TIME WORKER,2,ESCORT,5.90900541666667
PART TIME WORKER,2,HOME,496.496462916667
PART TIME WORKER,2,MEAL,2.06103729166667
PART TIME WORKER,2,OTHER,0
PART TIME WORKER,2,SCHOOL,0
PART TIME WORKER,2,SHOP,20.249545
PART TIME WORKER,2,SOC AND REC,3.75654166666667
PART TIME WORKER,2,WORK,19.0599995833333
PART TIME WORKER,3,COMMUTE,19.3549833501157
PART TIME WORKER,3,ESCORT,2.86271854166667
PART TIME WORKER,3,HOME,496.496462916667
PART TIME WORKER,3,MEAL,2.06103729166667
PART TIME WORKER,3,OTHER,0
PART TIME WORKER,3,SCHOOL,0
PART TIME WORKER,3,SHOP,20.249545
PART TIME WORKER,3,SOC AND REC,1.87827083333333
PART TIME WORKER,3,WORK,34.6195641666667
PART TIME WORKER,4,COMMUTE,26.0221661746528
PART TIME WORKER,4,ESCORT,2.86271854166667
PART TIME WORKER,4,HOME,496.496462916667
PART TIME WORKER,4,MEAL,6.753590625
PART TIME WORKER,4,OTHER,0
PART TIME WORKER,4,SCHOOL,0
PART TIME WORKER,4,SHOP,20.249545
PART TIME WORKER,4,SOC AND REC,1.87827083333333
PART TIME WORKER,4,WORK,56.06765875
PART TIME WORKER,5,COMMUTE,37.3529047170139
PART TIME WORKER,5,ESCORT,2.86271854166667
PART TIME WORKER,5,HOME,493.435175416667
PART TIME WORKER,5,MEAL,2.06103729166667
PART TIME WORKER,5,OTHER,0
PART TIME WORKER,5,SCHOOL,0
PART TIME WORKER,5,SHOP,20.249545
PART TIME WORKER,5,SOC AND REC,1.87827083333333
PART TIME WORKER,5,WORK,83.2367708333334
PART TIME WORKER,6,COMMUTE,49.6958754958333
PART TIME WORKER,6,ESCORT,10.215036875
PART TIME WORKER,6,HOME,491.251039791667
PART TIME WORKER,6,MEAL,2.06103729166667
PART TIME WORKER,6,OTHER,0
PART TIME WORKER,6,SCHOOL,0
PART TIME WORKER,6,SHOP,36.4921233333333
PART TIME WORKER,6,SOC AND REC,1.87827083333333
PART TIME WORKER,6,WORK,119.743064166667
PART TIME WORKER,7,COMMUTE,109.926913753472
PART TIME WORKER,7,ESCORT,11.5263620833333
PART TIME WORKER,7,HOME,507.317038125
PART TIME WORKER,7,MEAL,2.06103729166667
PART TIME WORKER,7,OTHER,0
PART TIME WORKER,7,SCHOOL,0
PART TIME WORKER,7,SHOP,47.1109116666667
PART TIME WORKER,7,SOC AND REC,16.8350033333333
PART TIME WORKER,7,WORK,156.062743958333
PART TIME WORKER,8,COMMUTE,188.671807283796
PART TIME WORKER,8,ESCORT,9.17000625
PART TIME WORKER,8,HOME,512.652859375
PART TIME WORKER,8,MEAL,11.866855
PART TIME WORKER,8,OTHER,0
PART TIME WORKER,8,SCHOOL,11.6080227083333
PART TIME WORKER,8,SHOP,45.68886
PART TIME WORKER,8,SOC AND REC,23.0265629166667
PART TIME WORKER,8,WORK,194.091679375
PART TIME WORKER,9,COMMUTE,284.571901170486
PART TIME WORKER,9,ESCORT,77.5664595833333
PART TIME WORKER,9,HOME,514.774074583333
PART TIME WORKER,9,MEAL,15.38627
PART TIME WORKER,9,OTHER,0
PART TIME WORKER,9,SCHOOL,121.508800416667
PART TIME WORKER,9,SHOP,63.8185616666667
PART TIME WORKER,9,SOC AND REC,55.0092864583333
PART TIME WORKER,9,WORK,285.834914166667
PART TIME WORKER,10,COMMUTE,260.360624155324
PART TIME WORKER,10,ESCORT,22.6202272916667
PART TIME WORKER,10,HOME,531.992554166667
PART TIME WORKER,10,MEAL,4.31673020833333
PART TIME WORKER,10,OTHER,0
PART TIME WORKER,10,SCHOOL,122.333446875
PART TIME WORKER,10,SHOP,65.3443395833333
PART TIME WORKER,10,SOC AND REC,61.0517802083333
PART TIME WORKER,10,WORK,505.10467875
PART TIME WORKER,11,COMMUTE,283.958037054564
PART TIME WORKER,11,ESCORT,64.7230889583333
PART TIME WORKER,11,HOME,535.063866458333
PART TIME WORKER,11,MEAL,11.7823589583333
PART TIME WORKER,11,OTHER,0
PART TIME WORKER,11,SCHOOL,128.075708541667
PART TIME WORKER,11,SHOP,87.4241179166667
PART TIME WORKER,11,SOC AND REC,71.478868125
PART TIME WORKER,11,WORK,684.12566875
PART TIME WORKER,12,COMMUTE,260.928908515964
PART TIME WORKER,12,ESCORT,60.4950791666667
PART TIME WORKER,12,HOME,526.599997291667
PART TIME WORKER,12,MEAL,59.8691179166667
PART TIME WORKER,12,OTHER,0
PART TIME WORKER,12,SCHOOL,125.885186875
PART TIME WORKER,12,SHOP,123.98483125
PART TIME WORKER,12,SOC AND REC,85.4549864583333
PART TIME WORKER,12,WORK,803.904600416666
PART TIME WORKER,13,COMMUTE,304.388675490617
PART TIME WORKER,13,ESCORT,30.79593375
PART TIME WORKER,13,HOME,548.739604166667
PART TIME WORKER,13,MEAL,44.1084477083334
PART TIME WORKER,13,OTHER,0
PART TIME WORKER,13,SCHOOL,126.69828875
PART TIME WORKER,13,SHOP,149.10235625
PART TIME WORKER,13,SOC AND REC,220.971282291667
PART TIME WORKER,13,WORK,918.056613749999
PART TIME WORKER,14,COMMUTE,265.216988765941
PART TIME WORKER,14,ESCORT,19.4778102083333
PART TIME WORKER,14,HOME,483.893075625
PART TIME WORKER,14,MEAL,50.7017108333334
PART TIME WORKER,14,OTHER,0
PART TIME WORKER,14,SCHOOL,119.366746875
PART TIME WORKER,14,SHOP,227.22707
PART TIME WORKER,14,SOC AND REC,254.8632975
PART TIME WORKER,14,WORK,980.851721041666
PART TIME WORKER,15,COMMUTE,303.586036779425
PART TIME WORKER,15,ESCORT,13.0849416666667
PART TIME WORKER,15,HOME,499.576555625
PART TIME WORKER,15,MEAL,32.790978125
PART TIME WORKER,15,OTHER,0
PART TIME WORKER,15,SCHOOL,102.190436041667
PART TIME WORKER,15,SHOP,306.780201666667
PART TIME WORKER,15,SOC AND REC,262.679503333333
PART TIME WORKER,15,WORK,1056.086318125
PART TIME WORKER,16,COMMUTE,288.414221895513
PART TIME WORKER,16,ESCORT,19.5320935416667
PART TIME WORKER,16,HOME,620.189050208333
PART TIME WORKER,16,MEAL,19.6707091666667
PART TIME WORKER,16,OTHER,0
PART TIME WORKER,16,SCHOOL,107.856395416667
PART TIME WORKER,16,SHOP,308.192808958333
PART TIME WORKER,16,SOC AND REC,217.381407291667
PART TIME WORKER,16,WORK,1039.64521854167
PART TIME WORKER,17,COMMUTE,347.828494339089
PART TIME WORKER,17,ESCORT,9.567791875
PART TIME WORKER,17,HOME,644.597566875
PART TIME WORKER,17,MEAL,57.7318441666667
PART TIME WORKER,17,OTHER,0
PART TIME WORKER,17,SCHOOL,107.856395416667
PART TIME WORKER,17,SHOP,444.417933333334
PART TIME WORKER,17,SOC AND REC,79.579551875
PART TIME WORKER,17,WORK,1085.241990625
PART TIME WORKER,18,COMMUTE,332.099926301833
PART TIME WORKER,18,ESCORT,25.1477447916667
PART TIME WORKER,18,HOME,760.338156458333
PART TIME WORKER,18,MEAL,42.6137639583333
PART TIME WORKER,18,OTHER,0
PART TIME WORKER,18,SCHOOL,113.450868333333
PART TIME WORKER,18,SHOP,458.756570833333
PART TIME WORKER,18,SOC AND REC,66.6794214583333
PART TIME WORKER,18,WORK,1072.71771958333
PART TIME WORKER,19,COMMUTE,330.293405412678
PART TIME WORKER,19,ESCORT,24.2048997916667
PART TIME WORKER,19,HOME,777.190179791667
PART TIME WORKER,19,MEAL,167.880655625
PART TIME WORKER,19,OTHER,0
PART TIME WORKER,19,SCHOOL,113.450868333333
PART TIME WORKER,19,SHOP,430.253425625
PART TIME WORKER,19,SOC AND REC,53.4855560416667
PART TIME WORKER,19,WORK,1095.37986604167
PART TIME WORKER,20,COMMUTE,272.94404098218
PART TIME WORKER,20,ESCORT,18.3165722916667
PART TIME WORKER,20,HOME,655.864773333333
PART TIME WORKER,20,MEAL,190.96230625
PART TIME WORKER,20,OTHER,0
PART TIME WORKER,20,SCHOOL,107.856395416667
PART TIME WORKER,20,SHOP,429.4192575
PART TIME WORKER,20,SOC AND REC,48.460395625
PART TIME WORKER,20,WORK,1033.32611604167
PART TIME WORKER,21,COMMUTE,342.710485906852
PART TIME WORKER,21,ESCORT,16.8904854166667
PART TIME WORKER,21,HOME,747.969963125
PART TIME WORKER,21,MEAL,161.423555416667
PART TIME WORKER,21,OTHER,0
PART TIME WORKER,21,SCHOOL,107.856395416667
PART TIME WORKER,21,SHOP,420.461346666667
PART TIME WORKER,21,SOC AND REC,91.2095683333334
PART TIME WORKER,21,WORK,1090.394676875
PART TIME WORKER,22,COMMUTE,331.152881473287
PART TIME WORKER,22,ESCORT,11.62321
PART TIME WORKER,22,HOME,814.9328725
PART TIME WORKER,22,MEAL,72.1623372916667
PART TIME WORKER,22,OTHER,0
PART TIME WORKER,22,SCHOOL,110.3481325
PART TIME WORKER,22,SHOP,339.435507291667
PART TIME WORKER,22,SOC AND REC,78.4085402083334
PART TIME WORKER,22,WORK,1096.99135229167
PART TIME WORKER,23,COMMUTE,421.977126112523
PART TIME WORKER,23,ESCORT,22.1998804166667
PART TIME WORKER,23,HOME,755.371830625
PART TIME WORKER,23,MEAL,87.4631991666666
PART TIME WORKER,23,OTHER,0
PART TIME WORKER,23,SCHOOL,87.92586625
PART TIME WORKER,23,SHOP,405.590808333333
PART TIME WORKER,23,SOC AND REC,79.686971875
PART TIME WORKER,23,WORK,1047.71273604167
PART TIME WORKER,24,COMMUTE,442.333648470741
PART TIME WORKER,24,ESCORT,43.7964829166667
PART TIME WORKER,24,HOME,762.657603125
PART TIME WORKER,24,MEAL,66.1256814583333
PART TIME WORKER,24,OTHER,0
PART TIME WORKER,24,SCHOOL,54.010473125
PART TIME WORKER,24,SHOP,416.659827708333
PART TIME WORKER,24,SOC AND REC,207.552345833333
PART TIME WORKER,24,WORK,966.300972916666
PART TIME WORKER,25,COMMUTE,319.674328385208
PART TIME WORKER,25,ESCORT,67.7601133333334
PART TIME WORKER,25,HOME,788.268951041666
PART TIME WORKER,25,MEAL,35.9918420833333
PART TIME WORKER,25,OTHER,0
PART TIME WORKER,25,SCHOOL,39.0444783333333
PART TIME WORKER,25,SHOP,326.689509583333
PART TIME WORKER,25,SOC AND REC,201.665480833333
PART TIME WORKER,25,WORK,971.169681666666
PART TIME WORKER,26,COMMUTE,322.751178085735
PART TIME WORKER,26,ESCORT,63.1991458333333
PART TIME WORKER,26,HOME,746.539599791667
PART TIME WORKER,26,MEAL,10.4379735416667
PART TIME WORKER,26,OTHER,0
PART TIME WORKER,26,SCHOOL,31.436225625
PART TIME WORKER,26,SHOP,298.33266625
PART TIME WORKER,26,SOC AND REC,244.17620125
PART TIME WORKER,26,WORK,959.321199375
PART TIME WORKER,27,COMMUTE,413.66912027197
PART TIME WORKER,27,ESCORT,76.3179475
PART TIME WORKER,27,HOME,763.998737916666
PART TIME WORKER,27,MEAL,11.3764841666667
PART TIME WORKER,27,OTHER,0
PART TIME WORKER,27,SCHOOL,24.3352064583333
PART TIME WORKER,27,SHOP,321.549765208333
PART TIME WORKER,27,SOC AND REC,262.852567708333
PART TIME WORKER,27,WORK,892.021787291667
PART TIME WORKER,28,COMMUTE,453.773015406519
PART TIME WORKER,28,ESCORT,69.68540875
PART TIME WORKER,28,HOME,836.702169791666
PART TIME WORKER,28,MEAL,39.8574504166667
PART TIME WORKER,28,OTHER,0
PART TIME WORKER,28,SCHOOL,15.8738110416667
PART TIME WORKER,28,SHOP,313.456929166667
PART TIME WORKER,28,SOC AND REC,203.155754166667
PART TIME WORKER,28,WORK,739.812981666667
PART TIME WORKER,29,COMMUTE,436.827076860917
PART TIME WORKER,29,ESCORT,57.280753125
PART TIME WORKER,29,HOME,818.661578958333
PART TIME WORKER,29,MEAL,61.9804433333334
PART TIME WORKER,29,OTHER,0
PART TIME WORKER,29,SCHOOL,19.0380352083333
PART TIME WORKER,29,SHOP,374.793885625
PART TIME WORKER,29,SOC AND REC,213.032552708333
PART TIME WORKER,29,WORK,667.219428958333
PART TIME WORKER,30,COMMUTE,399.133737547414
PART TIME WORKER,30,ESCORT,47.733356875
PART TIME WORKER,30,HOME,927.642355
PART TIME WORKER,30,MEAL,64.7672804166667
PART TIME WORKER,30,OTHER,0
PART TIME WORKER,30,SCHOOL,38.1987414583333
PART TIME WORKER,30,SHOP,424.630266458334
PART TIME WORKER,30,SOC AND REC,179.684202708333
PART TIME WORKER,30,WORK,491.99808625
PART TIME WORKER,31,COMMUTE,368.807914270643
PART TIME WORKER,31,ESCORT,41.4417291666667
PART TIME WORKER,31,HOME,842.762387916667
PART TIME WORKER,31,MEAL,61.331489375
PART TIME WORKER,31,OTHER,0
PART TIME WORKER,31,SCHOOL,38.1987414583333
PART TIME WORKER,31,SHOP,345.783381875
PART TIME WORKER,31,SOC AND REC,230.5118625
PART TIME WORKER,31,WORK,428.9206275
PART TIME WORKER,32,COMMUTE,252.59041597958
PART TIME WORKER,32,ESCORT,11.5760672916667
PART TIME WORKER,32,HOME,787.556276041666
PART TIME WORKER,32,MEAL,57.2639254166667
PART TIME WORKER,32,OTHER,0
PART TIME WORKER,32,SCHOOL,42.002359375
PART TIME WORKER,32,SHOP,181.167824791667
PART TIME WORKER,32,SOC AND REC,180.528771875
PART TIME WORKER,32,WORK,357.966792916667
PART TIME WORKER,33,COMMUTE,194.830307622173
PART TIME WORKER,33,ESCORT,33.9247429166667
PART TIME WORKER,33,HOME,784.066543541666
PART TIME WORKER,33,MEAL,50.8963133333333
PART TIME WORKER,33,OTHER,0
PART TIME WORKER,33,SCHOOL,36.9255220833333
PART TIME WORKER,33,SHOP,168.896029166667
PART TIME WORKER,33,SOC AND REC,178.475048541667
PART TIME WORKER,33,WORK,331.786421458333
PART TIME WORKER,34,COMMUTE,161.975066288839
PART TIME WORKER,34,ESCORT,23.56821125
PART TIME WORKER,34,HOME,639.325573333333
PART TIME WORKER,34,MEAL,130.731341458333
PART TIME WORKER,34,OTHER,0
PART TIME WORKER,34,SCHOOL,39.7410541666667
PART TIME WORKER,34,SHOP,134.66512875
PART TIME WORKER,34,SOC AND REC,177.864730208333
PART TIME WORKER,34,WORK,338.225875208333
PART TIME WORKER,35,COMMUTE,166.278715480159
PART TIME WORKER,35,ESCORT,19.650195
PART TIME WORKER,35,HOME,601.516304791667
PART TIME WORKER,35,MEAL,165.950387916667
PART TIME WORKER,35,OTHER,0
PART TIME WORKER,35,SCHOOL,33.1219041666667
PART TIME WORKER,35,SHOP,131.298584375
PART TIME WORKER,35,SOC AND REC,178.633161666667
PART TIME WORKER,35,WORK,305.920917083333
PART TIME WORKER,36,COMMUTE,126.626245980737
PART TIME WORKER,36,ESCORT,26.728991875
PART TIME WORKER,36,HOME,606.270371041667
PART TIME WORKER,36,MEAL,130.917339166667
PART TIME WORKER,36,OTHER,0
PART TIME WORKER,36,SCHOOL,14.7439575
PART TIME WORKER,36,SHOP,113.217243958333
PART TIME WORKER,36,SOC AND REC,155.698419583333
PART TIME WORKER,36,WORK,239.693022083333
PART TIME WORKER,37,COMMUTE,152.704754526339
PART TIME WORKER,37,ESCORT,26.728991875
PART TIME WORKER,37,HOME,552.45589
PART TIME WORKER,37,MEAL,117.45363875
PART TIME WORKER,37,OTHER,0
PART TIME WORKER,37,SCHOOL,0
PART TIME WORKER,37,SHOP,74.2367758333334
PART TIME WORKER,37,SOC AND REC,134.160703125
PART TIME WORKER,37,WORK,182.556339583333
PART TIME WORKER,38,COMMUTE,107.707907373909
PART TIME WORKER,38,ESCORT,26.210728125
PART TIME WORKER,38,HOME,568.063435625
PART TIME WORKER,38,MEAL,111.315305
PART TIME WORKER,38,OTHER,0
PART TIME WORKER,38,SCHOOL,0
PART TIME WORKER,38,SHOP,50.8650316666667
PART TIME WORKER,38,SOC AND REC,60.9578991666667
PART TIME WORKER,38,WORK,124.799972916667
PART TIME WORKER,39,COMMUTE,128.786944588608
PART TIME WORKER,39,ESCORT,26.0397377083333
PART TIME WORKER,39,HOME,658.873725625
PART TIME WORKER,39,MEAL,104.298288125
PART TIME WORKER,39,OTHER,0
PART TIME WORKER,39,SCHOOL,0
PART TIME WORKER,39,SHOP,50.8650316666667
PART TIME WORKER,39,SOC AND REC,24.395896875
PART TIME WORKER,39,WORK,101.943976875
PART TIME WORKER,40,COMMUTE,53.8304063595569
PART TIME WORKER,40,ESCORT,17.7483139583333
PART TIME WORKER,40,HOME,609.554530625
PART TIME WORKER,40,MEAL,4.30407166666667
PART TIME WORKER,40,OTHER,0
PART TIME WORKER,40,SCHOOL,0
PART TIME WORKER,40,SHOP,47.98458125
PART TIME WORKER,40,SOC AND REC,22.000524375
PART TIME WORKER,40,WORK,72.352058125
PART TIME WORKER,41,COMMUTE,42.4099956732639
PART TIME WORKER,41,ESCORT,17.7483139583333
PART TIME WORKER,41,HOME,576.251795
PART TIME WORKER,41,MEAL,11.336886875
PART TIME WORKER,41,OTHER,0
PART TIME WORKER,41,SCHOOL,0
PART TIME WORKER,41,SHOP,77.8383545833334
PART TIME WORKER,41,SOC AND REC,23.2153302083333
PART TIME WORKER,41,WORK,25.1223797916667
PART TIME WORKER,42,COMMUTE,34.8415335572917
PART TIME WORKER,42,ESCORT,3.629895625
PART TIME WORKER,42,HOME,565.866555208333
PART TIME WORKER,42,MEAL,4.30407166666667
PART TIME WORKER,42,OTHER,0
PART TIME WORKER,42,SCHOOL,0
PART TIME WORKER,42,SHOP,32.4105095833333
PART TIME WORKER,42,SOC AND REC,12.3374375
PART TIME WORKER,42,WORK,20.4298264583333
PART TIME WORKER,43,COMMUTE,9.86386536886574
PART TIME WORKER,43,ESCORT,3.629895625
PART TIME WORKER,43,HOME,568.456673125
PART TIME WORKER,43,MEAL,2.06103729166667
PART TIME WORKER,43,OTHER,0
PART TIME WORKER,43,SCHOOL,0
PART TIME WORKER,43,SHOP,26.1099325
PART TIME WORKER,43,SOC AND REC,1.87827083333333
PART TIME WORKER,43,WORK,20.035423125
PART TIME WORKER,44,COMMUTE,2.12038528645833
PART TIME WORKER,44,ESCORT,2.86271854166667
PART TIME WORKER,44,HOME,558.114443541667
PART TIME WORKER,44,MEAL,2.06103729166667
PART TIME WORKER,44,OTHER,0
PART TIME WORKER,44,SCHOOL,0
PART TIME WORKER,44,SHOP,26.1099325
PART TIME WORKER,44,SOC AND REC,1.87827083333333
PART TIME WORKER,44,WORK,6.30057708333333
PART TIME WORKER,45,COMMUTE,0
PART TIME WORKER,45,ESCORT,2.86271854166667
PART TIME WORKER,45,HOME,554.721827083333
PART TIME WORKER,45,MEAL,2.06103729166667
PART TIME WORKER,45,OTHER,0
PART TIME WORKER,45,SCHOOL,0
PART TIME WORKER,45,SHOP,26.1099325
PART TIME WORKER,45,SOC AND REC,1.87827083333333
PART TIME WORKER,45,WORK,6.30057708333333
PART TIME WORKER,46,COMMUTE,0
PART TIME WORKER,46,ESCORT,2.86271854166667
PART TIME WORKER,46,HOME,554.721827083333
PART TIME WORKER,46,MEAL,2.06103729166667
PART TIME WORKER,46,OTHER,0
PART TIME WORKER,46,SCHOOL,0
PART TIME WORKER,46,SHOP,26.1099325
PART TIME WORKER,46,SOC AND REC,1.87827083333333
PART TIME WORKER,46,WORK,6.30057708333333
PART TIME WORKER,47,COMMUTE,0
PART TIME WORKER,47,ESCORT,2.86271854166667
PART TIME WORKER,47,HOME,554.721827083333
PART TIME WORKER,47,MEAL,2.06103729166667
PART TIME WORKER,47,OTHER,0
PART TIME WORKER,47,SCHOOL,0
PART TIME WORKER,47,SHOP,26.1099325
PART TIME WORKER,47,SOC AND REC,1.87827083333333
PART TIME WORKER,47,WORK,6.30057708333333
PART TIME WORKER,48,COMMUTE,1.04026602430556
PART TIME WORKER,48,ESCORT,2.86271854166667
PART TIME WORKER,48,HOME,554.721827083333
PART TIME WORKER,48,MEAL,2.06103729166667
PART TIME WORKER,48,OTHER,0
PART TIME WORKER,48,SCHOOL,0
PART TIME WORKER,48,SHOP,26.1099325
PART TIME WORKER,48,SOC AND REC,1.87827083333333
PART TIME WORKER,48,WORK,6.30057708333333
NON WORKER AGE 65 PLUS,1,COMMUTE,17.5726697918403
NON WORKER AGE 65 PLUS,1,ESCORT,0
NON WORKER AGE 65 PLUS,1,HOME,584.001566041666
NON WORKER AGE 65 PLUS,1,MEAL,4.96109166666667
NON WORKER AGE 65 PLUS,1,OTHER,0
NON WORKER AGE 65 PLUS,1,SCHOOL,0
NON WORKER AGE 65 PLUS,1,SHOP,58.478291875
NON WORKER AGE 65 PLUS,1,SOC AND REC,25.95544125
NON WORKER AGE 65 PLUS,1,WORK,1.61536416666667
NON WORKER AGE 65 PLUS,2,COMMUTE,15.2968543751736
NON WORKER AGE 65 PLUS,2,ESCORT,0
NON WORKER AGE 65 PLUS,2,HOME,586.941656666666
NON WORKER AGE 65 PLUS,2,MEAL,4.96109166666667
NON WORKER AGE 65 PLUS,2,OTHER,0
NON WORKER AGE 65 PLUS,2,SCHOOL,0
NON WORKER AGE 65 PLUS,2,SHOP,16.6920458333333
NON WORKER AGE 65 PLUS,2,SOC AND REC,32.0184441666667
NON WORKER AGE 65 PLUS,2,WORK,1.61536416666667
NON WORKER AGE 65 PLUS,3,COMMUTE,15.8491215230903
NON WORKER AGE 65 PLUS,3,ESCORT,0
NON WORKER AGE 65 PLUS,3,HOME,587.873194791666
NON WORKER AGE 65 PLUS,3,MEAL,4.96109166666667
NON WORKER AGE 65 PLUS,3,OTHER,0
NON WORKER AGE 65 PLUS,3,SCHOOL,0
NON WORKER AGE 65 PLUS,3,SHOP,33.5777139583333
NON WORKER AGE 65 PLUS,3,SOC AND REC,32.1611429166667
NON WORKER AGE 65 PLUS,3,WORK,1.61536416666667
NON WORKER AGE 65 PLUS,4,COMMUTE,41.0025047744792
NON WORKER AGE 65 PLUS,4,ESCORT,0
NON WORKER AGE 65 PLUS,4,HOME,589.739048541666
NON WORKER AGE 65 PLUS,4,MEAL,2.02100104166667
NON WORKER AGE 65 PLUS,4,OTHER,0
NON WORKER AGE 65 PLUS,4,SCHOOL,0
NON WORKER AGE 65 PLUS,4,SHOP,42.7636291666667
NON WORKER AGE 65 PLUS,4,SOC AND REC,48.0028633333334
NON WORKER AGE 65 PLUS,4,WORK,1.61536416666667
NON WORKER AGE 65 PLUS,5,COMMUTE,37.7113208668403
NON WORKER AGE 65 PLUS,5,ESCORT,5.581965
NON WORKER AGE 65 PLUS,5,HOME,606.516043958333
NON WORKER AGE 65 PLUS,5,MEAL,2.02100104166667
NON WORKER AGE 65 PLUS,5,OTHER,0
NON WORKER AGE 65 PLUS,5,SCHOOL,0
NON WORKER AGE 65 PLUS,5,SHOP,28.8180516666667
NON WORKER AGE 65 PLUS,5,SOC AND REC,43.2265572916667
NON WORKER AGE 65 PLUS,5,WORK,1.61536416666667
NON WORKER AGE 65 PLUS,6,COMMUTE,79.7412897592014
NON WORKER AGE 65 PLUS,6,ESCORT,0
NON WORKER AGE 65 PLUS,6,HOME,607.944297916666
NON WORKER AGE 65 PLUS,6,MEAL,2.02100104166667
NON WORKER AGE 65 PLUS,6,OTHER,0
NON WORKER AGE 65 PLUS,6,SCHOOL,0
NON WORKER AGE 65 PLUS,6,SHOP,34.0033960416667
NON WORKER AGE 65 PLUS,6,SOC AND REC,87.9286772916667
NON WORKER AGE 65 PLUS,6,WORK,1.61536416666667
NON WORKER AGE 65 PLUS,7,COMMUTE,120.861926068576
NON WORKER AGE 65 PLUS,7,ESCORT,12.1260058333333
NON WORKER AGE 65 PLUS,7,HOME,660.128976874999
NON WORKER AGE 65 PLUS,7,MEAL,35.61593375
NON WORKER AGE 65 PLUS,7,OTHER,0
NON WORKER AGE 65 PLUS,7,SCHOOL,0
NON WORKER AGE 65 PLUS,7,SHOP,37.4334239583333
NON WORKER AGE 65 PLUS,7,SOC AND REC,99.4940997916667
NON WORKER AGE 65 PLUS,7,WORK,17.972485
NON WORKER AGE 65 PLUS,8,COMMUTE,152.754352124248
NON WORKER AGE 65 PLUS,8,ESCORT,5.20338708333333
NON WORKER AGE 65 PLUS,8,HOME,707.431533958332
NON WORKER AGE 65 PLUS,8,MEAL,25.68662375
NON WORKER AGE 65 PLUS,8,OTHER,0
NON WORKER AGE 65 PLUS,8,SCHOOL,0
NON WORKER AGE 65 PLUS,8,SHOP,68.0997897916667
NON WORKER AGE 65 PLUS,8,SOC AND REC,130.156984791667
NON WORKER AGE 65 PLUS,8,WORK,26.3714708333333
NON WORKER AGE 65 PLUS,9,COMMUTE,314.097924608887
NON WORKER AGE 65 PLUS,9,ESCORT,16.501365
NON WORKER AGE 65 PLUS,9,HOME,731.891526666666
NON WORKER AGE 65 PLUS,9,MEAL,53.110621875
NON WORKER AGE 65 PLUS,9,OTHER,0
NON WORKER AGE 65 PLUS,9,SCHOOL,1.008569375
NON WORKER AGE 65 PLUS,9,SHOP,140.918129583333
NON WORKER AGE 65 PLUS,9,SOC AND REC,150.75887875
NON WORKER AGE 65 PLUS,9,WORK,55.5900591666667
NON WORKER AGE 65 PLUS,10,COMMUTE,436.901265422429
NON WORKER AGE 65 PLUS,10,ESCORT,16.5083964583333
NON WORKER AGE 65 PLUS,10,HOME,829.339165416666
NON WORKER AGE 65 PLUS,10,MEAL,33.1448420833333
NON WORKER AGE 65 PLUS,10,OTHER,0
NON WORKER AGE 65 PLUS,10,SCHOOL,4.38298729166667
NON WORKER AGE 65 PLUS,10,SHOP,319.624105625
NON WORKER AGE 65 PLUS,10,SOC AND REC,398.578195208333
NON WORKER AGE 65 PLUS,10,WORK,62.8877104166667
NON WORKER AGE 65 PLUS,11,COMMUTE,499.006003691295
NON WORKER AGE 65 PLUS,11,ESCORT,55.33397
NON WORKER AGE 65 PLUS,11,HOME,906.266442708332
NON WORKER AGE 65 PLUS,11,MEAL,66.7758333333333
NON WORKER AGE 65 PLUS,11,OTHER,0
NON WORKER AGE 65 PLUS,11,SCHOOL,5.39155666666667
NON WORKER AGE 65 PLUS,11,SHOP,578.741892291667
NON WORKER AGE 65 PLUS,11,SOC AND REC,444.190644791667
NON WORKER AGE 65 PLUS,11,WORK,76.3202258333333
NON WORKER AGE 65 PLUS,12,COMMUTE,647.21471062554
NON WORKER AGE 65 PLUS,12,ESCORT,31.9159220833333
